Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Madagascar,,0.368518313,0.362435672,0.356323132,0.350197257,0.344067369,0.337948585,0.331836364,0.325701333,0.320289779,0.313246003,0.306197074,0.30061635,0.29360811,0.288576331,0.303072023,0.293475008,0.304173931,0.302337602,0.296193282,0.290401344,0.284967074,0.278720916,0.274773383,0.26970432,0.265501453,0.260123176,0.253704008,0.248212936,0.241844486,0.23558387,0.231126096,0.22668158,0.229360265,0.222396834,0.215572897,0.208893895,0.202383392,0.196075183,0.190004244,0.184187667,0.181697606,0.176266425,0.171061349,0.166072119,0.164020524,0.159352993,0.154870435,0.160587767,0.170767477,0.166037842,0.161447552,0.156994885,,,
Maldives,,0.021662136,0.021072817,0.020501046,0.019964663,0.019469836,0.019021351,0.018606728,0.018198197,0.017763409,0.017285637,0.025143528,0.024316701,0.023489434,0.022706287,0.021988654,0.021339859,0.020740433,0.020161697,0.019571387,0.018953513,0.018311217,0.0176615,0.017020504,0.016405635,0.015826875,0.015284054,0.014774031,0.014297152,0.013853422,0.013442125,0.01306131,0.01270901,0.012383799,0.012083959,0.01180777,0.011553214,0.011317893,0.011099108,0.01089384,0.010699612,0.010515321,0.010339586,0.010169629,0.010002767,0.009837098,0.009672178,0.009508264,0.009345037,0.009182371,0.009020522,0.008859541,0.008700267,,,
Middle East & North Africa (all income levels),,0.45478178,0.441684288,0.430953669,0.421659132,0.413168827,0.400433629,0.391055426,0.379334221,0.3702358,0.36187466,0.363187927,0.355188107,0.350423828,0.339922993,0.326955042,0.317054446,0.304356349,0.291890509,0.287807393,0.266069045,0.261900168,0.257049025,0.248825424,0.244034782,0.238302732,0.233108548,0.228938364,0.223235509,0.216796877,0.211081894,0.213860603,0.214045346,0.214313626,0.207530855,0.200928211,0.195531825,0.189211053,0.186539276,0.180529247,0.169746661,0.168973247,0.167046538,0.165286786,0.160440316,0.15786393,0.15393555,0.151397774,0.145880623,0.141624422,0.140270803,0.137631864,0.134698333,,,
Mexico,,0.495175359,0.475773556,0.459228782,0.443321968,0.428029995,0.413379778,0.399118246,0.385530975,0.372249821,0.339958638,0.329284236,0.318744776,0.309321934,0.299337482,0.290969311,0.283231801,0.276385411,0.269365163,0.259792896,0.254633665,0.247974859,0.245216977,0.247149135,0.24077798,0.240873815,0.232279324,0.238621638,0.2394581,0.246061928,0.253441783,0.256573742,0.252182574,0.247768943,0.2432345,0.238808952,0.236084387,0.232543356,0.22901208,0.226175331,0.222637038,0.221931092,0.237738254,0.234824319,0.231853916,0.227794779,0.219962036,0.216131654,0.218764746,0.214637407,0.213349557,0.211780356,0.189496334,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020626637,0.020250294,0.019979222,0.019771833,0.019600157,0.019456389,0.019343482,0.019259659,0.019202704,0.019171412,0.019162962,0.019171412,0.019188333,0.038406883,0.038418687,0.038402458,0.038361209,0.038298769,0.038225569,0.038147555,0.038065511,0.037977328,,,
Middle income,,0.289531294,0.286344918,0.282905839,0.278546605,0.274258114,0.266968815,0.262274995,0.257023814,0.253819375,0.247028091,0.241435148,0.235421863,0.233140942,0.227660232,0.222584228,0.218812243,0.213108623,0.208470096,0.204773099,0.200225817,0.19601388,0.194474266,0.192178333,0.19244811,0.192303486,0.190846532,0.18800706,0.184995497,0.181792012,0.178893376,0.176817633,0.189995668,0.187493355,0.18447687,0.182473726,0.178964596,0.175846126,0.172863924,0.170084717,0.166915616,0.164130527,0.163302038,0.162306336,0.162231863,0.159458443,0.157629654,0.153973531,0.152623092,0.151049357,0.150367786,0.148456157,0.145726083,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306519922,0.309935651,0.311323431,0.310205452,0.31098354,0.304669827,0.295830851,0.294093816,0.275837939,0.280967657,0.245969598,0.231566382,0.226152889,0.219296743,0.214425618,0.210097654,0.206299331,0.203990442,0.20073282,0.200398085,0.200070556,,,
Mali,,0.30776359,0.305312644,0.30285149,0.300340786,0.297747053,0.294897371,0.292313726,0.288539681,0.284573117,0.288785944,0.284223824,0.27946506,0.27460794,0.277622889,0.280457049,0.305753517,0.300184207,0.294955888,0.288926815,0.283492886,0.278274015,0.272517964,0.266891989,0.261682199,0.259579711,0.255862789,0.252193126,0.25067204,0.246673986,0.242039831,0.237876129,0.243275863,0.335105633,0.33675746,0.344271642,0.458537457,0.446007081,0.433707726,0.420992159,0.404456407,0.395566352,0.417981139,0.491526625,0.40096652,0.434968789,0.426523271,0.422116767,0.405036685,0.426075899,0.41279633,0.438707689,0.425822877,,,
Malta,,0.052267487,0.049397962,0.046504418,0.043579767,0.040777917,0.041243655,0.04172685,0.0422215,0.042720999,0.042953907,0.042946812,0.042982311,0.043017869,0.043046928,0.039444879,0.039244671,0.042349415,0.041910878,0.041488214,0.03789733,0.037619678,0.036821337,0.036305987,0.036298409,0.035666306,0.03507531,0.034834608,0.034549773,0.034215133,0.033882034,0.033545134,0.033217074,0.032903396,0.032613925,0.026995435,0.026832167,0.023984905,0.021191155,0.021088148,0.020977389,0.022899132,0.022729052,0.023332714,0.0224289,0.020305373,0.019738076,0.019669358,0.019541794,0.019395021,0.021712488,0.021620687,0.021456414,,,
Myanmar,,0.450786951,0.441490483,0.432295131,0.423072346,0.413342857,0.403952345,0.394157038,0.384477803,0.375411533,0.367002263,0.358160939,0.349612475,0.324721053,0.317346489,0.310208976,0.303320902,0.297223565,0.290554348,0.284090951,0.277714165,0.272251285,0.266490056,0.260388028,0.254237416,0.249111755,0.244364895,0.239317878,0.23462847,0.230499858,0.227746081,0.224335341,0.221071802,0.219488835,0.215876652,0.213370641,0.210704634,0.208275272,0.20546302,0.205702249,0.207867494,0.207279971,0.202546924,0.200419279,0.19990823,0.201241564,0.205260357,0.20862421,0.209562978,0.210123765,0.208976809,0.206924028,0.205923278,,,
Middle East & North Africa (developing only),,0.475619344,0.46227277,0.451198012,0.441779738,0.433264311,0.419833538,0.410280289,0.397918051,0.38851735,0.379927836,0.381964883,0.373812655,0.369302468,0.358433954,0.34490106,0.33479207,0.321521303,0.308563699,0.304867517,0.281544512,0.277630607,0.27296148,0.263598825,0.258249358,0.251640583,0.245766306,0.240839163,0.234412384,0.227103136,0.220298043,0.223253812,0.221940712,0.222741613,0.21569085,0.210148856,0.205663083,0.197907213,0.19538963,0.189224568,0.177459495,0.177002116,0.175308795,0.173957733,0.169502761,0.1672629,0.163812881,0.161763636,0.156586548,0.152874408,0.15225481,0.149745863,0.146676658,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282915329,0.282524863,0.280403067,0.279802165,0.277675533,0.277384011,0.277150697,,,
Mongolia,,0.635321428,0.715890394,0.699359065,0.791053096,0.783109405,0.77634303,0.698099023,0.643687226,0.600541131,0.58178406,0.588436725,0.571989188,0.564658396,0.556859839,0.55891596,0.624644528,0.704129785,0.719492639,0.70461419,0.699564755,0.699172012,0.7037076,0.719607945,0.712954555,0.703996337,0.660827167,0.656061809,0.653198808,0.64175439,0.627247733,0.616794113,0.607085517,0.597383179,0.579260204,0.574838188,0.570239375,0.525325663,0.571407224,0.500806973,0.48968941,0.310365334,0.309391885,0.285130486,0.281981126,0.275089879,0.272036096,0.271137962,0.317150543,0.232996151,0.226714988,0.22181355,0.230741374,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021404568,0.020231038,0.019186493,0.018242516,0.017385862,0.016598061,0.0158884,0.015296601,0.014865247,0.014612619,0.014531293,0.014598753,0.01480122,0.015118758,0.015534705,0.016068129,0.016724925,0.01743892,0.018091034,0.018566654,0.018784987,0.018756799,,,
Mozambique,,0.319757591,0.314126889,0.308360604,0.302610272,0.297492297,0.291663665,0.288399566,0.293426468,0.298056309,0.300688463,0.294122741,0.289263579,0.2878482,0.281033299,0.275828928,0.26838262,0.260863819,0.253531262,0.246665843,0.240441427,0.238786285,0.239772427,0.234983405,0.239043794,0.240403291,0.243248505,0.251093474,0.255252,0.257928631,0.258002354,0.255104774,0.247817743,0.23822613,0.232375506,0.229370756,0.228508376,0.23113993,0.230981876,0.2222339,0.213528556,0.212852491,0.229989433,0.225807306,0.224137035,0.213000853,0.220812904,0.214672537,0.208742238,0.219893466,0.213802981,0.207859313,0.219563044,,,
Mauritania,,0.30230191,0.293673804,0.285252144,0.276006334,0.267038034,0.260304537,0.253733542,0.247326931,0.249150826,0.241968896,0.202038134,0.196237495,0.180246427,0.151849112,0.144503559,0.142581381,0.139242026,0.132535909,0.130801289,0.136889416,0.145700105,0.153911507,0.161572157,0.162919423,0.16979322,0.176241345,0.182270837,0.187867908,0.193004109,0.197661174,0.197041305,0.196238757,0.195713289,0.207345776,0.213370717,0.203013671,0.19707712,0.191265365,0.185565019,0.179979428,0.160915315,0.138663945,0.134467974,0.130510734,0.126819584,0.123389687,0.120182016,0.117145675,0.111367256,0.125299326,0.122175672,0.105902278,,,
Mauritius,,0.132205765,0.129935218,0.126589146,0.123577333,0.122177955,0.115762871,0.119910654,0.125248462,0.123091315,0.121065375,0.119156846,0.117363591,0.115631132,0.113889768,0.110986547,0.110313544,0.108532971,0.107123843,0.105275569,0.10351549,0.101992734,0.100753536,0.099831185,0.098792655,0.097988492,0.097242211,0.096517457,0.095855312,0.094172707,0.092559798,0.090631675,0.088524871,0.085659037,0.083569515,0.081963051,0.080247197,0.078377823,0.078419815,0.075727473,0.075829512,0.076068703,0.073882159,0.072525281,0.071252896,0.069203927,0.067261158,0.065342078,0.064302427,0.064131907,0.063979527,0.062280223,0.060515239,,,
Malawi,,0.351348313,0.369935452,0.374471479,0.378460644,0.418855391,0.42086206,0.398872552,0.411836737,0.412536102,0.390986544,0.412376105,0.411559132,0.41025756,0.398744403,0.377870684,0.366646935,0.355379414,0.35301188,0.342429199,0.308280162,0.316088393,0.323895582,0.300324967,0.297423572,0.284499562,0.282258282,0.265154374,0.2493927,0.242475329,0.239132796,0.244684643,0.237531703,0.237171228,0.215924715,0.234148836,0.239837702,0.238781625,0.246129286,0.248103775,0.245684222,0.248002406,0.241756301,0.248129189,0.241786941,0.2510228,0.251670501,0.222248941,0.244522147,0.244258938,0.24374021,0.236425048,0.23884687,,,
Malaysia,,0.093541996,0.093540365,0.093252247,0.091521433,0.090952941,0.088489408,0.087471024,0.093833032,0.091895499,0.093815596,0.093336856,0.092512443,0.091101495,0.087934987,0.088159456,0.084557871,0.0849693,0.083006745,0.082217447,0.079710915,0.076868325,0.072086765,0.069920391,0.065334631,0.065781377,0.063889464,0.061843326,0.059987099,0.057265281,0.055993332,0.054409887,0.052320526,0.050896508,0.049406137,0.047608309,0.046719607,0.04519875,0.043246018,0.041530961,0.040617826,0.038204984,0.073764515,0.072378036,0.071056298,0.069777925,0.068537361,0.067338538,0.066182751,0.065073529,0.064012518,0.062996601,0.033233478,,,
North America,,1.096365234,1.063944881,1.062065164,1.041124589,1.024925817,1.008271062,0.991176041,1.010203022,1.036901309,1.022452756,1.006835792,0.993520711,0.981742979,0.970012496,0.960110352,0.951134532,0.943219752,0.943676406,0.934816658,0.926972347,0.919059174,0.906393767,0.898193097,0.890496031,0.8827275,0.874661839,0.859247704,0.851401738,0.84287779,0.833164771,0.822323529,0.805504347,0.790488406,0.778266024,0.768966341,0.750640126,0.737325857,0.726580658,0.714172008,0.706655845,0.700005216,0.685484808,0.674879138,0.654045924,0.641618328,0.620981941,0.618114529,0.614449201,0.600255234,0.591789197,0.586865747,0.576111414,,,
Namibia,,1.038423281,1.013185639,0.988178853,0.969491821,0.944981562,0.9210128,0.901725803,0.878284418,0.854537422,0.832921144,0.810633724,0.78572582,0.761713388,0.739623155,0.719927301,0.704568274,0.688613865,0.674861859,0.660705189,0.646746863,0.633189166,0.619820243,0.610128127,0.593501696,0.574218128,0.552408039,0.529191315,0.506181939,0.484965696,0.466283796,0.450157965,0.436020874,0.447585092,0.46518058,0.493285633,0.478494431,0.464138213,0.450848656,0.439342709,0.429936885,0.42257788,0.416805219,0.411505803,0.406941473,0.401573537,0.395829428,0.384029371,0.378124907,0.371685552,0.364690152,0.357117189,0.34909421,,,
New Caledonia,,0.086206897,0.083932854,0.08168028,0.079455165,0.077348066,0.07486631,0.07253886,0.070351759,0.067307692,0.0625,0.058333333,0.055776892,0.054474708,0.053435115,0.052830189,0.052238806,0.051470588,0.050909091,0.050541516,0.049982149,0.049071153,0.048043926,0.047074647,0.065941312,0.064745872,0.057197331,0.056074766,0.054995417,0.053925152,0.052662684,0.051322407,0.050055896,0.043361374,0.036942823,0.036116729,0.035431556,0.034753597,0.034099932,0.033458564,0.032828401,0.032209972,0.022574383,0.02668232,0.026281554,0.030201183,0.029747486,0.033486534,0.032983434,0.028426973,0.028,0.027559055,0.024031008,,,
Niger,,3.291413301,3.197174675,3.10518668,3.016674742,2.93198075,2.85153799,2.774454556,2.859044973,2.781867789,2.489685604,2.428229761,2.35069915,2.211771946,1.944797666,1.890532813,1.836917992,1.784812332,1.734222813,1.716281078,1.712515128,1.594189138,1.563972624,1.545194625,1.469007578,1.428744825,1.389427128,1.313613554,1.274411788,1.250646408,1.394863727,1.480260218,1.538319398,1.487088463,1.43653873,1.493818784,1.441495486,1.390302775,1.34040638,1.292250177,1.245041771,1.199933896,1.156840875,1.123198601,1.08687188,1.049131819,1.012251769,1.029624169,0.991373624,0.953280696,0.917015048,0.88159875,0.901576125,,,
Nigeria,,0.513098799,0.517850355,0.550961115,0.558697806,0.588594193,0.52800748,0.556768694,0.543841397,0.632784098,0.567956934,0.527860556,0.441956501,0.516708401,0.436490453,0.409026279,0.397389603,0.30567871,0.271253263,0.247368807,0.265993982,0.217434743,0.224259673,0.219560533,0.256801526,0.274130746,0.323509442,0.315361159,0.309693523,0.301438869,0.294653653,0.305855805,0.299227204,0.291821929,0.293135648,0.303436053,0.297756523,0.291291809,0.290944711,0.292089634,0.284838325,0.261873722,0.247589325,0.241361003,0.242587623,0.250696034,0.258167133,0.254837665,0.244845533,0.21906208,0.225811876,0.219819582,0.208035641,,,
Nicaragua,,0.562718531,0.545967263,0.529946887,0.514454935,0.499361738,0.489358108,0.474911867,0.460833781,0.447093377,0.433677565,0.420600358,0.407878487,0.399315004,0.390877509,0.379011623,0.367525196,0.356445698,0.347458075,0.338574427,0.329239887,0.344036766,0.334737582,0.325969724,0.331560223,0.328921561,0.321313572,0.321921019,0.322543822,0.320571149,0.313663874,0.306834985,0.304760286,0.304976057,0.298624535,0.357744596,0.351005802,0.365600846,0.369638167,0.373762971,0.381356539,0.374846836,0.386717342,0.391155982,0.368193852,0.381088564,0.361453498,0.353125313,0.339617812,0.335298358,0.331141871,0.327146984,0.255230785,,,
Netherlands,,0.085232799,0.081824957,0.079308265,0.077264841,0.075479482,0.072012036,0.069295608,0.067872658,0.06561586,0.063197328,0.058357662,0.057395406,0.05662488,0.056256689,0.055537933,0.055829674,0.055931701,0.055947266,0.055918571,0.055831178,0.055309082,0.055195774,0.055752495,0.05664088,0.056998411,0.057918192,0.058711069,0.058874964,0.058994241,0.058790049,0.058461301,0.058416116,0.058010376,0.057531647,0.057054121,0.057628545,0.057717007,0.057680521,0.057803878,0.057141016,0.056399716,0.056722028,0.055838714,0.06924919,0.068076531,0.0654468,0.064694156,0.064856281,0.063803705,0.063736075,0.06244506,0.060340334,,,
High income: nonOECD,,0.435230019,0.433691135,0.429668789,0.425424084,0.422950757,0.430567541,0.431445769,0.443779112,0.463374211,0.454709921,0.444683231,0.434537168,0.424854969,0.415101304,0.404871945,0.396437538,0.388519811,0.379708818,0.370260497,0.361379391,0.350599621,0.352156182,0.344652616,0.337835544,0.333706106,0.329354229,0.322548255,0.313412045,0.30715455,0.303777375,0.300744217,0.623659805,0.609829851,0.601508772,0.58916674,0.579496482,0.582185646,0.574876974,0.56791717,0.562701554,0.554216348,0.607850856,0.604522981,0.607276491,0.610916037,0.612272649,0.611662396,0.601162718,0.591213521,0.590556754,0.593798014,0.533571981,,,
Norway,,0.237132251,0.234685145,0.232371854,0.230081755,0.227763023,0.225418944,0.222748398,0.220359776,0.214413416,0.209507134,0.20599333,0.201627051,0.198959151,0.198481504,0.19713958,0.196962261,0.197368177,0.198094401,0.203314068,0.199480128,0.201234138,0.203655742,0.204920415,0.20579218,0.205658449,0.20756576,0.206596519,0.206675966,0.20771719,0.202759749,0.208131342,0.204833845,0.205241616,0.206612857,0.226418522,0.227099679,0.203624979,0.202641836,0.197673061,0.195726221,0.195181347,0.193470524,0.190805623,0.189245869,0.186447273,0.184093427,0.181051667,0.177152358,0.172923458,0.168941998,0.164947604,0.161639574,,,
Nepal,,0.176796177,0.174037716,0.172221081,0.168470338,0.165612013,0.162692853,0.160871817,0.15784269,0.154796469,0.162926857,0.159657253,0.164560809,0.169763604,0.167328715,0.164870405,0.162396472,0.159913467,0.15742563,0.154936433,0.152450491,0.150157817,0.146934999,0.143775778,0.140710261,0.137750021,0.134917244,0.132187601,0.129480503,0.126701942,0.123809552,0.120806836,0.11774515,0.114736174,0.111887094,0.109261389,0.106859782,0.104656135,0.102643623,0.100810408,0.099156934,0.097634968,0.096055919,0.094696589,0.093459316,0.09232815,0.091299085,0.090355833,0.089458068,0.088558251,0.08762494,0.086647024,0.07701674,,,
New Zealand,,1.239823119,1.20467365,1.179003081,1.152626286,1.133769594,1.111775477,1.092103814,1.080746698,1.071119446,1.054897357,1.037504381,1.016219567,0.983351906,0.95545193,0.914339464,0.887638643,0.876866868,0.865692682,0.855902219,0.840373928,0.819226215,0.80700865,0.807989248,0.793901645,0.776693049,0.796291162,0.798924994,0.767192544,0.768064985,0.794342003,0.674086578,0.587535748,0.540283299,0.471546961,0.429847008,0.417470525,0.411234232,0.407601573,0.405465307,0.388832724,0.386548125,0.120552108,0.103049265,0.102752294,0.102808486,0.095349615,0.102040816,0.106343021,0.109468693,0.114694187,0.107436131,0.131553277,,,
High income: OECD,,0.532490644,0.523705205,0.522019207,0.516353407,0.510982538,0.506621808,0.501574523,0.505047788,0.510037237,0.5037196,0.494302236,0.487639163,0.481851513,0.478958875,0.474495076,0.470647978,0.466311374,0.467768553,0.465966076,0.463048893,0.458646041,0.458289607,0.453114374,0.453506706,0.450931382,0.447847073,0.442967587,0.439697713,0.4372937,0.433915263,0.426922112,0.421804877,0.413596252,0.410008177,0.39826107,0.38893892,0.388684994,0.389544158,0.386431137,0.382047842,0.380917037,0.372143959,0.365826981,0.360672679,0.356567145,0.348138589,0.342380402,0.341456983,0.339144362,0.330037009,0.333209562,0.329768316,,,
OECD members,,0.540915636,0.531416081,0.529335573,0.522593185,0.516255929,0.511034724,0.504811728,0.50680661,0.511159573,0.502279322,0.492598098,0.485845866,0.479224299,0.47476919,0.469175751,0.464411375,0.459555317,0.459673512,0.457342031,0.453192469,0.448206159,0.445609569,0.439961392,0.439911973,0.43705202,0.432968597,0.428963381,0.425379116,0.423314762,0.420191418,0.413875884,0.408463462,0.400652077,0.396872531,0.385827284,0.376959768,0.375763818,0.375844592,0.372328878,0.367568624,0.366117039,0.359828726,0.353289603,0.348700933,0.344454746,0.335521252,0.329123838,0.327923701,0.325066728,0.316889877,0.31842661,0.313053783,,,
Oman,,0.03540481,0.034552758,0.033698172,0.032846709,0.031999642,0.031152405,0.030297659,0.032372317,0.031395875,0.030393037,0.029373634,0.029624706,0.028501008,0.027317634,0.026075797,0.024799475,0.023522048,0.02226958,0.021065068,0.019924201,0.018843995,0.017829361,0.019839506,0.0188689,0.019353771,0.020493207,0.020363168,0.019653514,0.020092252,0.019313979,0.01849557,0.017677535,0.014034993,0.013554322,0.012774515,0.012613931,0.013018519,0.013933073,0.013929573,0.013842975,0.013641082,0.013343647,0.012997495,0.011845466,0.011169213,0.010182597,0.010795181,0.011311019,0.013395736,0.01093844,0.009968838,0.009505832,,,
Other small states,,0.391894795,0.387597812,0.382327129,0.377641854,0.373410681,0.368841717,0.36542517,0.35976654,0.352591345,0.348451688,0.342271243,0.338667918,0.334267227,0.331012524,0.32774126,0.322059268,0.308817729,0.309496432,0.303693036,0.294844812,0.285495618,0.281126311,0.273800241,0.270126114,0.262593293,0.250686545,0.247466059,0.242510836,0.232835191,0.229986962,0.216673416,0.205751209,0.212710922,0.217183376,0.216591836,0.212235585,0.206233427,0.196539825,0.196955263,0.201695867,0.19332547,0.187067871,0.182248544,0.18630956,0.18608864,0.179994172,0.175541252,0.181274884,0.181855887,0.176423353,0.171840873,0.168435354,,,
Pakistan,,0.363808763,0.361352735,0.354977744,0.375155341,0.375780931,0.374310544,0.356398877,0.346529007,0.337336428,0.329929444,0.320218637,0.308829678,0.304318574,0.298194777,0.293375672,0.283470407,0.279576378,0.269288243,0.263880134,0.256096989,0.247807392,0.240460216,0.231508581,0.223584814,0.219193683,0.212683644,0.208531603,0.210933082,0.196784315,0.190358233,0.185294991,0.181312228,0.178933528,0.175302247,0.171158589,0.167783565,0.165709848,0.161574164,0.157104864,0.154010307,0.152092894,0.149759219,0.146538376,0.141713482,0.138663938,0.137199241,0.131735036,0.125183185,0.123245729,0.12083937,0.119272425,0.119424607,,,
Panama,,0.375308151,0.36427994,0.353561119,0.343186494,0.333174353,0.323532562,0.311378964,0.302510699,0.292588173,0.284342783,0.276371574,0.268684287,0.261302387,0.254838698,0.248108104,0.241702434,0.236140742,0.230298348,0.224708281,0.219855199,0.217170593,0.216990239,0.214428341,0.211943476,0.209527792,0.207174497,0.204878789,0.20263664,0.202511306,0.201941716,0.197788181,0.194149876,0.190221764,0.186378004,0.182606711,0.178900798,0.178775556,0.178609273,0.178439583,0.180932668,0.177525125,0.174259904,0.171115728,0.16806666,0.165095,0.159829515,0.157049882,0.154343968,0.15171092,0.149150423,0.146660261,0.142904422,,,
Peru,,0.173522563,0.181115332,0.200701745,0.21443106,0.216322222,0.202406315,0.19752353,0.193992826,0.189563691,0.191738729,0.186656293,0.202522996,0.200724699,0.195512134,0.191070871,0.191817108,0.193196988,0.190709078,0.187358661,0.185493295,0.182379694,0.180239724,0.178613123,0.176653145,0.17273004,0.16928174,0.166245251,0.162602427,0.159110062,0.16035437,0.159313346,0.158331844,0.155278016,0.152502028,0.155582062,0.157930854,0.159501138,0.16329531,0.165288952,0.170172536,0.16297707,0.137210499,0.135497648,0.13199777,0.132196535,0.130590536,0.129008233,0.127435021,0.125855286,0.124261055,0.122648299,0.13760509,,,
Philippines,,0.180418514,0.173781537,0.167489352,0.16153322,0.155916761,0.150623369,0.145004347,0.139953081,0.135105659,0.130429691,0.126020815,0.1239275,0.121713474,0.119551803,0.117447266,0.117754592,0.116837597,0.114785539,0.112764039,0.110302419,0.107152552,0.104656635,0.102225172,0.099860084,0.098483808,0.096767404,0.094568762,0.092447212,0.090410571,0.088462233,0.086395925,0.08351401,0.080789194,0.0781798,0.075677612,0.073280962,0.070985968,0.068781937,0.066657731,0.06459457,0.062609494,0.060705305,0.059056256,0.059104275,0.058044118,0.058223898,0.058449618,0.05869512,0.058925024,0.058040238,0.057142112,0.057749996,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064637063,0.062916824,0.061180789,0.059506099,0.057954216,0.056513139,0.055178502,0.053984021,0.052971713,0.052153958,0.051535766,0.051085568,0.050761421,0.0504923,0.050233586,0.049970018,0.04970673,0.049438869,0.049154542,0.048851979,0.048529554,0.04817884,,,
Papua New Guinea,,0.03748036,0.036815869,0.036133608,0.035430303,0.0347045,0.036224961,0.037629318,0.036748541,0.038372095,0.041893332,0.043146947,0.044253061,0.045238873,0.046139328,0.046980238,0.047775513,0.048523733,0.052497417,0.05271355,0.05193621,0.052055149,0.051534279,0.051298188,0.05022732,0.049757277,0.049051087,0.048119187,0.047471834,0.046827949,0.046177123,0.045049981,0.04394189,0.043073733,0.041991841,0.041137176,0.040286668,0.039644878,0.039007118,0.038763664,0.03814627,0.038092923,0.038915434,0.038822749,0.038720226,0.039428905,0.040088785,0.039139127,0.045869687,0.044817599,0.043811501,0.042849969,0.041929483,,,
Poland,,0.532105193,0.522262732,0.512275332,0.504215714,0.490921436,0.487232095,0.478035636,0.472678838,0.464048814,0.461911016,0.456937179,0.449060902,0.443682323,0.438375376,0.434541041,0.429702849,0.424889122,0.420670602,0.415692394,0.411000684,0.404249894,0.399773881,0.395769331,0.393858314,0.39006088,0.386692492,0.384410712,0.382397784,0.379700196,0.377530957,0.375462206,0.373712972,0.371931262,0.371017542,0.368182426,0.362569021,0.362383524,0.363573057,0.363991241,0.365747555,0.355155119,0.340305418,0.329463203,0.330258412,0.318114986,0.3242682,0.327959505,0.329724583,0.328662468,0.287097735,0.291567287,0.287022908,,,
Puerto Rico,,0.093344146,0.086927351,0.08464662,0.074782719,0.082883577,0.071238231,0.064255838,0.061606333,0.061844532,0.055923473,0.047064105,0.040819862,0.033000022,0.032320632,0.031396126,0.030881902,0.031081138,0.031315697,0.030617836,0.023081722,0.020971136,0.020442704,0.019328702,0.019735721,0.018655611,0.018770784,0.01830411,0.022165302,0.019967766,0.018377156,0.015440287,0.014504169,0.008850789,0.009042986,0.008959836,0.008859881,0.009841918,0.013620371,0.014368115,0.015666804,0.016994983,0.017783817,0.016988601,0.016985125,0.017009642,0.016819028,0.016389131,0.015953772,0.016041022,0.016122414,0.016274404,0.016500649,,,
"Korea, Dem. Rep.",,0.184302675,0.181102654,0.178194467,0.175046923,0.171348547,0.167124211,0.162609915,0.157988203,0.153470927,0.149197802,0.145149022,0.141311496,0.140998517,0.137843515,0.135178811,0.133018692,0.131274112,0.129765789,0.128270003,0.131532238,0.129657639,0.12765908,0.125605483,0.123593702,0.121684296,0.119890941,0.118182218,0.11651914,0.114850727,0.113298994,0.112139282,0.110374842,0.108663659,0.111739418,0.110275519,0.104467057,0.103413425,0.102472775,0.101582267,0.100699564,0.099811482,0.098933016,0.098084483,0.097295622,0.098684249,0.098039637,0.097462067,0.096931883,0.09437134,0.093875612,0.093376902,0.094898296,,,
Portugal,,0.280760587,0.278297106,0.276733307,0.276137157,0.276820993,0.278468568,0.27978978,0.280536176,0.282608286,0.284663285,0.285408334,0.285385549,0.28471812,0.280203076,0.269204165,0.261121164,0.257834581,0.254544503,0.251312846,0.248097747,0.245448294,0.243447917,0.241818904,0.240390579,0.239235094,0.238519231,0.238085007,0.237833608,0.237681159,0.234794031,0.23182184,0.22858592,0.224794085,0.220186608,0.214737902,0.198729226,0.186171163,0.187004266,0.16784389,0.158602155,0.154303088,0.154612001,0.146479226,0.146606293,0.121675697,0.119555747,0.103955586,0.111193438,0.112866401,0.107726211,0.103622428,0.103662974,,,
Paraguay,,0.358362203,0.354553873,0.354069811,0.359964902,0.36114836,0.362882299,0.353340068,0.342422051,0.333669766,0.325370579,0.317509777,0.310003963,0.30235976,0.337797771,0.372631105,0.405370176,0.432653409,0.46135979,0.484734264,0.509333377,0.53217927,0.528703554,0.525131889,0.521336977,0.517453714,0.516178353,0.512169429,0.508220657,0.504397149,0.500742808,0.497293567,0.518866669,0.506395779,0.526743295,0.546120622,0.533804724,0.522052082,0.559997768,0.567642274,0.569520865,0.574295425,0.582723607,0.584884168,0.590840189,0.597015646,0.603454445,0.610107674,0.619632682,0.621751816,0.628031763,0.619661084,0.691313373,,,
